iter	MultiClass
151	0.1603871943
152	0.1593920001
153	0.1586525526
154	0.1577736947
155	0.1567761307
156	0.1558757961
157	0.1548751248
158	0.154037388
159	0.1532712004
160	0.152530247
161	0.1516320112
162	0.150865984
163	0.1500040025
164	0.1490560686
165	0.1483361241
166	0.1473569206
167	0.1468328966
168	0.145907754
169	0.145298493
170	0.1444806307
171	0.1437302179
172	0.1430006506
173	0.1423809916
174	0.1415475264
175	0.1409884165
176	0.1402170087
177	0.1394861022
178	0.1388014909
179	0.1383145501
180	0.1378832044
181	0.1371614442
182	0.1365450896
183	0.1359296927
184	0.1353129602
185	0.1347314616
186	0.1341434389
187	0.1334336012
188	0.1330171267
189	0.1324648652
190	0.1317661777
191	0.1311972337
192	0.1305657551
193	0.1301035355
194	0.1294459381
195	0.1289100749
196	0.1282618552
197	0.1278852873
198	0.1273934381
199	0.1270253584
200	0.1265825552
201	0.1261049735
202	0.1257167742
203	0.125392467
204	0.1248101569
205	0.1244529246
206	0.1240507299
207	0.1235299452
208	0.1232219724
209	0.1227647041
210	0.1224518847
211	0.1219108494
212	0.1215694293
213	0.1211812723
214	0.1207210437
215	0.120379511
216	0.1200757451
217	0.1197677421
218	0.1194387972
219	0.119124704
220	0.1186704852
221	0.1183015873
222	0.1180020676
223	0.1175713499
224	0.1172109826
225	0.1167763381
226	0.1162204521
227	0.1158606497
228	0.115601503
229	0.1153197103
230	0.114951517
231	0.1145428146
232	0.1143063208
233	0.113909281
234	0.1136472891
235	0.1132122869
236	0.1129384646
237	0.1125133846
238	0.1122935423
239	0.1120817705
240	0.1116406909
241	0.1112737715
242	0.1108877087
243	0.1105697727
244	0.1100845042
245	0.1097899341
246	0.1094548956
247	0.1090952857
248	0.1087948895
249	0.1085377607
250	0.1083374016
251	0.1081329009
252	0.1077687322
253	0.1073495903
254	0.1071544883
255	0.1069678611
256	0.1066971301
257	0.106463551
258	0.1061332929
259	0.1058200772
260	0.1054588736
261	0.1052895852
262	0.1051045897
263	0.1048362003
264	0.1044377781
265	0.1040863051
266	0.1037434251
267	0.1035566017
268	0.103229096
269	0.1030099841
270	0.1028205149
271	0.1025424094
272	0.102288637
273	0.1019765013
274	0.1016552473
275	0.1014577645
276	0.1011617466
277	0.1010078546
278	0.1007577756
279	0.1005210298
280	0.1002835825
281	0.1000483589
282	0.09984011898
283	0.0995902812
284	0.09941388286
285	0.09914768231
286	0.09889690248
287	0.09876678534
288	0.09848405828
289	0.09823997355
290	0.09799257802
291	0.09770721046
292	0.09752537778
293	0.09726871238
294	0.09714141067
295	0.09689063585
296	0.09673277891
297	0.09647700711
298	0.09630517628
299	0.09616939302
300	0.09605082358
301	0.0959536397
302	0.09573466963
303	0.09557157939
304	0.09544446171
305	0.09528775861
306	0.09515841241
307	0.09487883525
308	0.09477895975
309	0.09447868167
310	0.09428867921
311	0.09418539925
312	0.09398314454
313	0.09375756754
314	0.09365366275
315	0.09347829909
316	0.09337457004
317	0.09315257569
318	0.09300191798
319	0.09290803822
320	0.09272959053
321	0.09249455864
322	0.09231493661
323	0.09212486766
324	0.09190769454
325	0.09171549609
326	0.09154270937
327	0.09137138279
328	0.09118442872
329	0.09109044497
330	0.09099659675
331	0.0907852388
332	0.09069859524
333	0.09048608403
334	0.0902280928
335	0.09005670881
336	0.08995679897
337	0.08976992754
338	0.08967949374
339	0.08958307116
340	0.08938963906
341	0.0892385284
342	0.08908463089
343	0.08889752483
344	0.08881143371
345	0.08873187183
346	0.08851695027
347	0.08828941847
348	0.08812259226
349	0.0880219064
350	0.08790749665
351	0.08775467774
352	0.08765961344
353	0.08747639635
354	0.0873990091
355	0.08726299525
356	0.08711429007
357	0.08702199406
358	0.08695126405
359	0.08670113026
360	0.08662802609
361	0.08649763603
362	0.08634375
363	0.08620496607
364	0.08599328293
365	0.08582825457
366	0.08577975885
367	0.08568503483
368	0.08555618848
369	0.08542268917
370	0.08530247556
371	0.08518085806
372	0.08511081193
373	0.08502185799
374	0.08490781037
375	0.0848421249
376	0.08472031273
377	0.08458680386
378	0.08442567318
379	0.08434355129
380	0.08420758454
381	0.08413232056
382	0.08406655665
383	0.08391963806
384	0.08380416405
385	0.08369767098
386	0.08349717273
387	0.08336264186
388	0.08327574344
389	0.08316585861
390	0.08304973179
391	0.08293539409
392	0.08276747725
393	0.08270989676
394	0.08260080621
395	0.08247682726
396	0.0823712171
397	0.08229907436
398	0.08221617102
399	0.08215640053
400	0.08208989338
401	0.0819542038
402	0.08184471917
403	0.08171169284
404	0.0815990993
405	0.08146968584
406	0.08137700463
407	0.08130741418
408	0.08120865605
409	0.08106179472
410	0.08093578028
411	0.08078260208
412	0.08068612255
413	0.08058491849
414	0.08043483491
415	0.08035886911
416	0.08029428205
417	0.08022658124
418	0.08015120563
419	0.08005296393
420	0.07994362073
421	0.07987632921
422	0.07972693299
423	0.07967269589
424	0.07957822144
425	0.07948375386
426	0.07941953361
427	0.0792361722
428	0.07913282247
429	0.07903218868
430	0.07893266175
431	0.07883094759
432	0.07873101777
433	0.07863071589
434	0.07858721143
435	0.0785403416
436	0.07849281706
437	0.07842787423
438	0.07830506745
439	0.07826431259
440	0.07816836963
441	0.07810764026
442	0.07806802606
443	0.07802588023
444	0.07791293546
445	0.07786626814
446	0.07779475639
447	0.07775438938
448	0.07765269616
449	0.07756518169
450	0.07747592239
451	0.07742848217
452	0.07737736288
453	0.07731356839
454	0.07727357412
455	0.07718499273
456	0.07712760038
457	0.07704383777
458	0.07699628882
459	0.07692102869
460	0.07687287444
461	0.07678398288
462	0.07660593516
463	0.07655904296
464	0.07646665866
465	0.07642505658
466	0.07634421373
467	0.07624217735
468	0.07620578462
469	0.0761278136
470	0.07607124873
471	0.07599929204
472	0.07596296015
473	0.07586569556
474	0.07582028974
475	0.07578959424
476	0.07570119901
477	0.07557063397
478	0.07548672738
479	0.07542260993
480	0.07532913645
481	0.07528517159
482	0.07521139107
483	0.07515466554
484	0.07507537996
485	0.07498252384
486	0.07492048706
487	0.07484191197
488	0.07479263711
489	0.07473504077
490	0.07469923539
491	0.0746609157
492	0.07463107809
493	0.07455534991
494	0.07448573775
495	0.07445825718
496	0.07435642203
497	0.07432083656
498	0.07428040809
499	0.07422459176
500	0.07419018236
501	0.07416207054
502	0.07410237769
503	0.07402124581
504	0.07390231194
505	0.07383673194
506	0.07378307075
507	0.07371069768
508	0.07368029223
509	0.07361981121
510	0.07355983006
511	0.07347521572
512	0.07344456289
513	0.07337408751
514	0.07334188631
515	0.07328077909
516	0.07324907589
517	0.07317857242
518	0.07313507814
519	0.07310404303
520	0.07308007314
521	0.07301833179
522	0.07296706307
523	0.07290350144
524	0.07286310703
525	0.0728030264
526	0.07277632968
527	0.07268074773
528	0.07265293107
529	0.07259555176
530	0.07256677821
531	0.07253516173
532	0.07246499274
533	0.07239966072
534	0.07236335597
535	0.07233737124
536	0.07230711821
537	0.07227236536
538	0.07219961575
539	0.07216477814
540	0.07209901857
541	0.07207014599
542	0.07203631645
543	0.07196316355
544	0.07193089201
545	0.07188057686
546	0.07181714577
547	0.07174829778
548	0.07172323443
549	0.0716579944
550	0.07158721495
551	0.07151087389
552	0.07145022434
553	0.07141477938
554	0.07133285351
555	0.07127796891
556	0.07125784532
557	0.07121894632
558	0.07116448703
559	0.07109803054
560	0.07103245012
561	0.07097327935
562	0.0709296845
563	0.07088270699
564	0.07081452226
565	0.07076024055
566	0.07070119613
567	0.07067666549
568	0.07061146287
569	0.07056372931
570	0.07050498197
571	0.07044846178
572	0.07038285461
573	0.07027678506
574	0.07024913894
575	0.07021437136
576	0.07018196806
577	0.07015239353
578	0.07010130546
579	0.07008321836
580	0.07003528952
581	0.06999338517
582	0.06995648165
583	0.06991801777
584	0.06987013438
585	0.06985221769
586	0.06980992466
587	0.06978519276
588	0.06975810112
589	0.06973185584
590	0.06964094279
591	0.06959678043
592	0.06955497999
593	0.06952486313
594	0.06950807744
595	0.06946301115
596	0.06941352569
597	0.0693671297
598	0.06933250693
599	0.06925634191
600	0.06923434853
601	0.06919461387
602	0.06912028286
603	0.069074509
604	0.06903528547
605	0.06899818201
606	0.06896821216
607	0.06895117447
608	0.06893035673
609	0.06887900198
610	0.06884806708
611	0.06880393603
612	0.06877919177
613	0.06873125306
614	0.06870458325
615	0.06865830093
616	0.06863620568
617	0.06859302281
618	0.06851298627
619	0.06847495075
620	0.06845318854
621	0.0684055788
622	0.06837928216
623	0.06835879309
624	0.06829709427
625	0.06827355657
626	0.06825775538
627	0.0682228365
628	0.0682081413
629	0.06814785362
630	0.0681149468
631	0.06806835518
632	0.06803609375
633	0.06802150956
634	0.06798130949
635	0.06795845098
636	0.06790210805
637	0.06788492581
638	0.06783915004
639	0.06780283986
640	0.06777365489
641	0.06775327463
642	0.06771198855
643	0.06766817506
644	0.06765160171
645	0.06763693764
646	0.06760671112
647	0.06756241369
648	0.0675252494
649	0.06750420315
650	0.06747414298
651	0.06742775243
652	0.06738651206
653	0.06733374408
654	0.06731544183
655	0.06728419009
656	0.06723545773
657	0.06720182889
658	0.06718414908
659	0.06714922555
660	0.06712654853
661	0.06710656002
662	0.06709190521
663	0.06705381973
664	0.06703098841
665	0.06700984609
666	0.06697024327
667	0.06693391705
668	0.06692052264
669	0.06687987767
670	0.06679969113
671	0.06677940361
672	0.06674094274
673	0.06671852149
674	0.06670614565
675	0.06669390838
676	0.06664196121
677	0.06659195771
678	0.06654555585
679	0.0665076185
680	0.06646573512
681	0.0664342851
682	0.06640083914
683	0.06638905301
684	0.06635207837
685	0.06632874338
686	0.06629681551
687	0.06626747257
688	0.06621929668
689	0.06620301902
690	0.0661851212
691	0.06614636697
692	0.0661195486
693	0.06609897845
694	0.06606876465
695	0.0660438597
696	0.0660158385
697	0.06596999876
698	0.06593695252
699	0.06591916996
700	0.06589404224
701	0.06586028069
702	0.06584947137
703	0.06583877208
704	0.06582335072
705	0.06579507867
706	0.06576181909
707	0.06574399624
708	0.06571773196
709	0.0657063879
710	0.06569515944
711	0.06568489141
712	0.06564944636
713	0.0656305616
714	0.065610377
715	0.065593146
716	0.06558223049
717	0.0655553063
718	0.06553867741
719	0.0655070611
720	0.06548130073
721	0.06545212429
722	0.06544244443
723	0.06542612851
724	0.0654121438
725	0.0653846106
726	0.06532515534
727	0.06529636003
728	0.06526975158
729	0.06525873509
730	0.06523159392
731	0.06520513825
732	0.06516085894
733	0.06515074982
734	0.06512600509
735	0.0651100229
736	0.0650965779
737	0.06507006363
738	0.06504981821
739	0.06503310575
740	0.06500962328
741	0.06499228002
742	0.0649794201
743	0.06496842979
744	0.0649263018
745	0.06489333951
746	0.06487971153
747	0.06485222657
748	0.0648434387
749	0.06479807089
750	0.06477424165
751	0.06472628355
752	0.06469797424
753	0.06466008461
754	0.06463816272
755	0.06460207428
756	0.06457673336
757	0.06453968119
758	0.06450785423
759	0.06449541588
760	0.06448762255
761	0.06446966579
762	0.06444984113
763	0.06441581622
764	0.06439351209
765	0.0643539859
766	0.06432817121
767	0.0642965958
768	0.06428618071
769	0.06426742067
770	0.06425536935
771	0.06423215827
772	0.06420428399
773	0.06418595739
774	0.0641425285
775	0.06413067779
776	0.06411421373
777	0.06408177939
778	0.06406713798
779	0.06402977059
780	0.06401537749
781	0.06400410417
782	0.06398999754
783	0.06396844189
784	0.06395455305
785	0.06393475219
786	0.06391284235
787	0.06386876863
788	0.0638478257
789	0.06384009566
790	0.06381028257
791	0.06379063036
792	0.0637829651
793	0.06375808093
794	0.06374326376
795	0.06371408721
796	0.06369325681
797	0.0636775016
798	0.06364114881
799	0.06361790573
800	0.06358608507
801	0.06357866828
802	0.06355532416
803	0.06354229833
804	0.06351244946
805	0.06349757494
806	0.06348570596
807	0.06347848297
808	0.06346841093
809	0.06345513298
810	0.06342561189
811	0.06339078042
812	0.06336290527
813	0.063339876
814	0.06332490243
815	0.06329767509
816	0.06327211694
817	0.06323859058
818	0.06322423317
819	0.06319269706
820	0.06317402193
821	0.06316258135
822	0.06314132374
823	0.06313430953
824	0.06312735793
825	0.06311507194
826	0.06310822816
827	0.0630859666
828	0.06306107438
829	0.06303962336
830	0.06301420659
831	0.06298806615
832	0.06296644738
833	0.06294538538
834	0.06293327477
835	0.06291957076
836	0.06289736186
837	0.06288384214
838	0.06285844392
839	0.06284833282
840	0.062830065
841	0.06280508854
842	0.062793365
843	0.06278199682
844	0.06275377804
845	0.06273448063
846	0.06272315834
847	0.06271491004
848	0.06269425886
849	0.06268716205
850	0.06268081593
851	0.06265994189
852	0.06264086709
853	0.06262092778
854	0.06256885916
855	0.06254576568
856	0.06252713329
857	0.06251626744
858	0.06250145901
859	0.06248245753
860	0.06244264271
861	0.06243573079
862	0.06241979286
863	0.06241016466
864	0.06239082066
865	0.06237969159
866	0.06237078046
867	0.06234911889
868	0.06233616229
869	0.06231707338
870	0.06231038247
871	0.06228890136
872	0.06228115798
873	0.06226854597
874	0.06225932767
875	0.06224106148
876	0.06222291883
877	0.06221342756
878	0.06219000961
879	0.06215184207
880	0.06213273633
881	0.06210982734
882	0.06210024269
883	0.06207973494
884	0.06207405476
885	0.06205650882
886	0.06203702213
887	0.06202505065
888	0.0619990803
889	0.06194854194
890	0.06194050477
891	0.06193120824
892	0.06190992526
893	0.06189027861
894	0.06187248432
895	0.06185410482
896	0.06183701455
897	0.06182597061
898	0.06181616443
899	0.06180527961
900	0.06179553148
901	0.06177565233
902	0.06175910231
903	0.06175292454
904	0.0617338339
905	0.06172484678
906	0.06171318633
907	0.06167711691
908	0.06166020337
909	0.06163673851
910	0.06162721902
911	0.06162182715
912	0.06161317874
913	0.06160377672
914	0.06158744391
915	0.06156214387
916	0.06155095535
917	0.06154267049
918	0.06153237249
919	0.06151579926
920	0.06149938918
921	0.06149465875
922	0.06147687153
923	0.06147163418
924	0.06146322777
925	0.06144881034
926	0.06142862913
927	0.06141332967
928	0.0614025652
929	0.06138671709
930	0.06136852934
931	0.06134407
932	0.06133456189
933	0.06132891589
934	0.06131584327
935	0.06131038511
936	0.06130223447
937	0.06127071652
938	0.06126522763
939	0.0612450362
940	0.06122949248
941	0.06121517656
942	0.06120971065
943	0.06120479128
944	0.06118640043
945	0.06116910811
946	0.06114983032
947	0.06113535667
948	0.0611193497
949	0.06110889561
950	0.0610922943
951	0.0610761729
952	0.06107085648
953	0.061055676
954	0.06104000482
955	0.06103475974
956	0.06101021041
957	0.06093862026
958	0.06093035655
959	0.06091648979
960	0.06086758957
961	0.06084456136
962	0.06082727585
963	0.0608081611
964	0.06079815364
965	0.06078101886
966	0.06076395803
967	0.06073190482
968	0.06072275403
969	0.06070557458
970	0.06069948981
971	0.06068332058
972	0.06067359344
973	0.06066577828
974	0.0606511562
975	0.06063301208
976	0.06060587433
977	0.06059327373
978	0.06058872863
979	0.06058470467
980	0.06057480791
981	0.06056615025
982	0.06055265412
983	0.06052846711
984	0.06052114948
985	0.06050226056
986	0.0604911648
987	0.06047524227
988	0.06046257743
989	0.06044232884
990	0.06043684348
991	0.06041774147
992	0.06040395982
993	0.06038082924
994	0.06036273778
995	0.06034051548
996	0.0603333389
997	0.06032174945
998	0.06031416436
999	0.06030072949
